ulasan,rating
Transaksi tolong di perbaiki lagi pas tahap akhir byr selalu gagal dicoba brpa kali ttp g bisa,2
Gojek sekarang jelek Kalo order dapet drivernya jauh banget gk yang terdekat jadi bikin lama Kasian drivernya juga kasian customer nya nunggu lama Kesel bgt sih sekarang sama gojek Sistemnya jadi jelek,2
Di saat penting dengan keadaan hujan gocar tidak bisa menjadi solusi 10 kali pesan 5 dibatalkan sisanya 2 jam menunggu aplikasi muter Ketika dapat driver langsung dibatalkan oleh drivernya Miris sekali Padahal setiap pembatalan harga melonjak naik,2
Makin kesini makin ribet ya mau hub cs aja ribet menunya mutermuter terus,2
Gopaylatter by MAB aneh  Beberap fitur nya gak bisa pake pembayaran gopaylatter Awal bisa gopulsa sekarang gak bisa  trus di tambah gomart gak bisa juga pake gopaylatter ,2
Sekarang hancur sistem Mau persen goofood tapi dipaksa harus nunggu lama Kalau bisa kembalikan ke sistem jamam pak nadiem,2
Gojek sangat baik,2
sudah 5 jam top up saldo gopay di alfamart belum masuk juga Sudah berapa kali pake fitur bantuan sama harus nunggu 23 hari kerja padahal cuma 200 ribu top up nya,2
Tolong dong GoJek ini kenapa call centernya ditelfon nomernya malah tidak terdaftar customer service juga di email dalam antrean terus Dikontak lewat Sosial medianya engga ada respon Tolong dong jangan ngecewainsaya pengguna lama GoJek selama ini engga ada masalah selalu mengikuti prosedur Tapi malah begini pelayanannya saya kecewa banget,2
Gonpay later sering gangguan tolong dibenahi,2
Untuk gopay laternya nggak bisa di bayar lebih awal jadi b2 dulu nanti kalo bisa baru di kasih b5,2
Jadi Lemot hbis update an harusnya makin lancar,2
Gak tau dah mau komen apaintinya ini aplikasi makin jelek ajapesanan suka lama banget padahal jaraknya gak jauh alamat suka nyasar tibatiba tidak sesuai,2
Antoh neh psyouh bek gawei tokes,2
Jangan tunggu jatuh tempo baru bisa bayar klo orang mau bayar duluan kasih aja dari pada lupa jadi nya kan enak di kamu dapat fee denda dari Kami,2
Instan pick up poin dalam terminal bungur asih sebaiknya ditutup saja dari pada tidak ada diriver yg mau masuk,2
Ga suport kalo lokasinya pinggiran kota,2
Udah paylater ny ga bisa di pake udah lemot makin di upgrade makin ga jelas ni apk,2
Dapet draiver kaya mau ngajak mati ugal ugalan ga ramah lagi,2
Tidak ada opsi untuk laporan masalah driver,2
Aduh koq makin GA asyeek ya pake aplikasi gojek sekarang ini yg lebih parah lagi paylater kadang ngilang pada saat mau dipake nonggol pas ga mau dipake niat ga si kasih paylater dah mah tiba tiba paylater turun drastis padahal ga pernah telat ga pernah nunggak Dari paylatrer 3jt jadi 500K parah alamat aku akan tinggalkan gojek ini,2
Kasih notif buat gofood Saya nunggu drtdi kirain udh otw trnyt restony g nrima pesanan udh 2x bgtu trus,2
Ini ngirim kode OTP ke seller aja susahnya minta ampun min  sampe gak bisa2 dapet orderan gmna parahh,2
Aplikasi terlalu sering ngebug,2
Min saya pesan gojek tapi dibatalkan Saldo saya gk balik min Sampai sekarang status menunggu terus udh dari beberapa hari lalu,2
beli paket di Gopulsa lama banget lelet masuknya responnya juga 0,2
Aplikasi bagus tapi di daerah saya jarang sekali ada yg mau ambil orderan saya tolong lah di perbanyak driver di daerah saya,2
Ngga bisa tf njirr padahal udah prem,2
Gimana mau pesan kalau gak muncul menunya dan ini selalu begini,2
Gak Jelas XP Gw ilang,2
Kemarin marin titik lokasinya tepateeeh sekarang sekarang bisa beda kata drivernya sudah di titik lokasi sedangkan dengan posisi saya jauhcoba diperbaiki lagi jadi ga bikin susah penumpangnya iya kalau ga buru buru pas harus ngejar waktu jadi telat karena kebanyakan ngasih tau titik lokasi yg tepatnya dimana,2
Sekarang lebih parah tidak bisa menggunakan paylater untuk pembayaran qris di outlet2,2
Kapan gopaylater saya diaktifkan lagi saya sudah bertransaksi terus pake gopay tp kog masih dibekukan saja,2
saat mencari driver lamaa hujan dikit ga ada yang mau ambil lawak lawakk,2
Bagus,2
Kok jadi bloon aplikasinya masa gabisa upload invoice dari gallery jadi nyusahin drivernya kasian woy,2
Setelah diperbaharui maps malah gak akurat ,2
Semua layanan menurut saya bagus hanya saja kenapa dari beberapa bulan lalu saat mengajukan gopay pinjam tidak ada informasi yg masuk apakah saya bisa mengajukan pinjaman apa tidak Selalu saja suruh menunggu padahal sudah lama sekali saya mengajukan nya payah,2
agak ngebug aplikasi nya,2
Saya tidak bisa melakukan edit tiket edit tiket tidak tersedia di aplikasi saya,2
Setelah di update tdk bisa ke buka apk nya,2
Kalau pesan gofood terlalu lama datang nyapadahal jarak nya dekat,2
Promo banyak ga kepake Apaan sih pake ada  promo pake kartu kredit  debet Bank bla bla bla bla Lah klo ga punya kartu Bank tsb gmn  Makin kesini makin ga jelas promonya Sdh gitu makin mahal ongkosnya,2
Ini aplikasinya knp ya setiap pakai tws kalo ada telpon dri driver slalu gak ada suaranya trus twsnya jd gak bisa bunyi kecuali restart hp atau ganti tws padahal tws dipakai telpon biasa atau wa dll gak apaapa,2
Udah di update sinyal hp ada kok masih keterangannya sinyal saya tak ada gimana ni gojek kok aplikasinya di hp saya makin parah,2
Kok per 2024 ga bisa dibuka ya Selalu bilangnya tidak menanggapi,2
Maaf aku kasi bintang segini soalnya aku sdh kesal sekarang orderan jemputnya jauh jauh kita rugi di minyak manah susah antri bisa sampai 1jam baru dapat minyak jadi tolong di pihak gojek diperbandingkan kin dong sistimnya jangan menyiksa drever,2
Bagus pelayanannya next update GPSnya jangan bikin ruwet penjemputan kasihan drivernya muter nyari posisi kita,2
Pokok 800rb Bunga telat ny 32rb sehari klo telat pnjm uang di gopay pinjam sadiss jg findaya ,2
Ini kenapa deh kok lokasi tidak ketemu terus pdhl itu public bgt dan g mgkn klo g d di maps masa sekelas st ps senen aja g da btw ini udh di update dan udh diizinkan akses lokasi aplikasi sblh aja bisa kok,2
Mau dftr go pinjam knpa pas mau dftr datanya mau tak kirimada keterangan oppa ada yg salahpdhl SDH isi dgn benar adanyamhon bntuanya,2
Maaf saya kasih bintang 2 soalnya kalo udah malam kenapa susah ya dpt driver untuk goodfood perasaan bisa bisa aja kenapa skrg jadi susah ya sampai malas jdinya pesan di gojek lagi  masuk pesanan ke resto tapi stlah itu ada bacaan telat krna ga dapat driver padahal ga ada problem mslah driver goodfood sblmnya kenapa skrg jadi susah ya tolong di perbaiki lagi soalnya saya jadi sulit kalo pesan goodfood di gojek kendalanya gtu trus terima kasih di daerah Kalimantan Selatan ,2
Tambah buruk,2
gila mau pesen gojek mau pesen gofood kaga busa parah caur kenapa ini coba mau pergi mau makan susah,2
Fitur go transit tidak seperti versi sebelumnya bisa melihat rute kereta ataupun waktu dan jalurnya bahkan pilihan alternatif perjalanan pun tidak ada,2
Aplikasi eror putih semua berandanya,2
Kenapa setelah update dikasih rute ya dijauhin sii kan jadinya mahal ongkos jalan ya mana harus dijauhin segala rute ya padahal deket rute ya malah dibuat jauh jadi mahal banget ongkos jalan yaa,2
OK,2
gajelas tiap mau dipake server sedang sibuk mulu aneh,2
Saya isi gopey 100ribu pas ku cek eh keptong dari 100 jadi 43 ribu padahal saya tidak punya hutang dan tidak cuma sekali tapi sering,2
Kok aplikasi kayak sampah yapemberitahuan minta di updatesetelah di update malah ngak bisa terbuka lagimohon penjelasannya admin,2
Mau kirim makanan  gosend SDH tidak bisa lagi Jika di luar kota Jadi lebih rumit Soalnya gofood tidak ada yg sesuai jadi cari di tempat lain dan menggunakan gosend tapi lokasi tidak di temukan Harus pakai MP Masalahnya kita tidak tahu letaknya yg pasti,2
Aplikasi bagusarmadanya manja banyak tingkah pada belagumain ambil order hbs tu alasan gak bisa antar orderan dgn berbagai alasan minta kita yg cancel orderanhuff,2
knp gk bisa apk nya anehh,2
Rating diturunin aja kesel banget Cuman grgr telat bayar paylatter sehari doang dendanya sampe 50 rb Udh dibayar baru dipake sekali eh tiba2 diblokir gabisa dipake lagi sampe sekarang Gajelas banget,2
Kenapa sekarang promo gratis ongkir jarang adajadinya saya GO nya ke vendor lain terutama Gofood,2
Setelah update dari tgl 15 januari 2024 promo atau voucer gofood tidak ada jadi malas pesan pake gojek,2
sudah banyak transaksi tapi blm bisa daftar gopay pinjam,2
berubahhh masa bunga paylater dari yg 2 naek ke 295 mantaapp mau cepet naek hajii keknya,2
Saya tidak suka dengan driver yang se enaknya menyelesesaikan pengantaran padahal belum sampe tujuan saya ada nama drivernya,2
Kalau misal tidak ada driver di dekat resto ya udah dibatalkan saja otomatis saya nunggu 1 jam tapi ga bisa dibatalkan dengan alasan driver lagi dijalan sedangkan tidak ada info dapet driver Jangan dibawa ribet customer mau nya cepat,2
Ada masalah susah Teratasi dan Ribet untuk memulihkan harus mandiri untuk mengerjakan sendiricontohnya seperti Gopay Plus Yang Non aktif,2
Saya mau pesan order gobox namun tidak ada mobil terus bagaimana ini,2
Aplikasi mengecewakan tiba tarif naik lg kesemula  Padahal udah nyaman  mau cari yg low budget Ywdah saya ga jd langganan Thanks,2
saasssd,2
Mau tanya kenapa koneksi internet mati Mulu padahal kuota masih banyak itu karena apa nya ya jadi susah kalo mau Pesen atau mau buka menu lain nya,2
Paylater ga bisa digunain padahal selalu bayar tepat waktu,2
Tolong Sampaikan ke driver2 nya kalo ga mau ngambil go food lngsung lah di cancel jgn udah lama baru di cancel lama banget jadinya pesan jam setengah 11 ganti2 terus driver sampe jam set12,2
Untuk gofood mungkin bisa adain lebih sering promo Entah gratis ongkir atau potongan harga pada menu yg akan di pesan,2
Kenapa aplikasinya keluar masuk mulu,2
harga mahal tidak sesuai fasilitas beda jauh dengan gojek yang dulu sekarang sering kecewa,2
Tinggal update saja kok butuh banyak memori  Terlalu sering juga minta diupdate Merepotkan,2
Akhir ini apk nya suka gk jelas pdhal dari dulu lebih suka pake Gojek Order mobil yg XL gk mau ambil padahal cuma 2 orang dan 2 koper kecil aja Harga udh menggunakan voucher tpi pas bayar sama driver nya disuruh bayar penuh tanpa potongan voucher Terus ada lagi driver yang minta pindah titik tiba Tapi waktu saya komplain dan kasih bintang dibawa 5 selalu ditolak maksudnya apa,2
sekarang untuk order gojeg ada biaya tambahan jasa aplikasitambah mahal aja biaya transportasihadeeh,2
Ok,2
Go tixnya sekarang di mana,2
Mesen gofood tuh biar ga ngantri Eh sama aja udh nunggu lama lama malah ganti driver Tolol kalau drivernya ga mau ambil napa ga d ganti segera,2
ga bisa afgret,2
Setiap mau update goplus selalu muncul jaringan tidak ada hubungkan ke wifipadahal jaringan sdah 4g,2
Makin kesini abang2 gosend makin lama gak sesuai jadwal pickup dan delivery sampai saya sudh beberapa kali cancel tolong lebih disiplin lagi dan tingkatkan kinerjanya kami jg butuh barang2 yg kita kirim segera ini malah abang2nya suka nyepelein,2
Dulu sering pakai gofood sekarang gak dehharganya jauh di sini dari di tetangga sebelahdulu banyak promo sekarang gak jelas,2
Makin kesini harga makin mahal bahkan dihari Minggu saja tambah mahal okelah mahal asalkan pelayanan juga baik dan benar sudah lemot lama ugal ugalan driver dan pihak gojek sama sama lebih mengutamakan penghasilan pendapatan ketimbang kenyamanan dan keselamatan kalau begini terus saya Uninstal dan berhenti Makai gojekDriver yang menolak order di pecat saja malas kerja Saya sering di tolak bahkan sampe di tlp minta Batalkan,2
Makin di update makin kurang memuaskan malah makin terbatas aksesnya Tolong balikin seperti awal,2
MIN KOK GOPAY TF KE ALLPAY GABISA SI GUA PEN ISIAN EPEP INI,2
semua makanan harga berubah jauh sudah banyak makan komisi ongkir melunjak khusus untuk dibali jangan pake ini,2
Upgrade gopay plus gagal mulu Ktp nope sama Tolong dong,2
Kenapa kalau saya lg ngetik alamat pejemputan terus alamat tujuan terus ilang semua alamatnya hdh,2
kata nya bayar paket goplus gratis ongkir tp sama aja gak gratis ongkirpercuma cuma bisa gratis ongkir di awal bayar paket langganan selama seminggu aja apa nya yang salah coba,2
Ongkir food nya gk ngotak harga 6k ongkir 20k,2
Kenapa gopay pinjam gx bisa lagi Bulan depan trus,2
Fitur chat dan call suka eror gda suaranya,2
Keluar dr aplikasi dan ga bisa masuk aplikasi nya,2
Klau musim hujan susah driver nya,2
Sekarang sering banget eror map nya di hp saya sm di hp driver kenapa bisa beda apa lg klo driver nya ga baca chat saya pengantaran go food jarak 500 meter di anter 1 jam lebih sampe makanan nya dingin padahal bukan pake pengantaran hemat trus pake goride titik penjemputan di hp saya RT 0409 kenapa di driver RT 0711 kan jadi lama nunggu nya,2
Gopaylater susah,2
tingkatkan,2
Tolong infokan ke kurir ny kalo brg gosend sudh d terima pihak yg bersangkutan di infokan ke yang mengirim kejadian brg sudh diterima buktinyatp yg menerima org lain bukan yg bersangkutanmohon agar tidak ada kekeliruantruss tolong perbaharui info lokasi karena pdhl lokasi rame ojektp yg jmput jauh 10 menitan Dan menurut sy semakin waktu ke waktu biaya gojeknya lebih mahaldan diskon ny kecil terimakasih,2
Gjls bgt mau login malah internet mati mulu kata nyapdhal mah internet lancar mohon di perbaiki lagi,2
Saya kecewa dengan pelayanan aplikasi ini dari Ubertos mau ke Cikadut Sampai 10 kalo pesan tidak dapat satu pun driver ,2
gojek sekarang sering bgt susah dapet driver harus nunggu hampir 2 jam keburu dingin makanannya,2
apa itu pke biaya jasa aplikasi smpe 9000blm lagi biaya dr restonyablm lagi 3000 ongkos parkirnyamakan sebijiongkosnya dan kesemuanya uda dpt 5bijikemaruk nyari untung,2
Kapan nih akun ku bisa daftar gopay Paylater,2
Ehm,2
Biaya aplikasi mahal,2
 mn  ,2
Percuma ngadain pilihan gocar atau gojek hemat tapi susah banget dapey drivernya Sekalianya dapet di cancel sama driver atau minta cancel drivernya,2
Goride nya ok gocar nya di tolak Mulu,2
Mau top up gopay eh malah disuruh masukin kode yang di sms tapi di cek sms gaada masuk apa apa sampe uninstall trs download lg tetep gabisa,2
Dapat driver nya lamaaaa,2
Parah gopaylaternya diblokir Di bilang rajin transaksi Udah rajin transaksi bahkan ampe jutaan gak kebuka gopaylaternya parah,2
Aq udh paai lama aplikasi initp sekarang tiba erorwaktu pesen bisa tp begitu mau order g bisamalah muncul accuont 23 jam lg kadaluwarsa,2
beberapa layanan hilang tiba tiba aneh,2
Semakin lama semakin semakin seenaknya saja aplikasi gojek ini kalau kita pesan gofood harga di toko beda dg di aplikasi gojek terus yg order gofood di kenakan biaya aplikasi dan kemasan dan hari ini tanggal 1 januari 2024 tibatiba ongkos perjalanan di naikan semau gojek aja padahal belum ada interuksi dari pemerintah Saya turunkan bintang saya dan biarkan bintang yang bicara,2
Pengalaman hari ini tgl 7 januari 24 saya pesan gocar tp driver mencari alamatnya dan saya sudah beritahu lalu driver itu bilang itu dekat rumah saya knp ibu tidak bilang saya jawab mana saya tau rumah bapak bapak ga kasi tau saya dengan nada yg tidak enak Ini buat anak saya telat berangkatsaya minta noWA tidak dikasi maksudnya kan buat kasi tau lokasi dekat mana gt tp sibapak tidak kasi,2
Kendala di pembayaran tepatnya saat ingin menunjukkan kode Disitu saya ada pilihan untuk membuka qr codenya Sidik jari  PIN Tapi pas saya coba sidik jari dia looping ngulang2 trus PIN juga sama saya sampe ganti kode PIN bekali2 Tolong dibenerin ,2
MAKIN MAHAL SKRG,2
Semakin di update malah lemod  kirain sinyalku yg error trnyta setelah pindah aplikasi lncar ajja,2
Komplain aduan saat pesanan ditanggapi lambat Maaf ya mengecewakan,2
TOLONG DONG BIAYA ADMIN DI HILANGKAN ALIAS GRATIS BUAT BANK JAGO MASA TIBA2 KENA BIAYA ADMIN 2500 BUAT TRANFER BANK JAGO,2
Banyak drive tidak tahu baca peta,2
Lokasi automatis kurang akurattolong tambah alamat yg bisa tulis manualbiar gak nyasar terlalu jauh Harga jumlah pesanan bertambah jika pesanan sudah di klik,2
Pesen makan sering ga keluar tarifnya wkwkk keburu laper bund nungguin bug nyaa  lari deh ke aplikasi sebelah ,2
Jujur aku kecewa bgtz sama aplikasi GOJEK ak itu pengguna gojek dah lama dan reting bagus Tapi kenapa hanya telat pas hari jatuh tempo bayar golatter jadi diblokir Telat tapi bayar bagiku ga masalah selama ini aku lancar loh Hanya karna telat ortu ak msh di RSUD ak jaga trs pulang langsung kerja jam makan siang ak langsung bayar tetep aja di blokir Tolong itikad baik seseorang itu hargai ak bayar terus loh wlpn telat,2
Pesan gofood sekarang lama sekali dan susah dapat driver,2
Tambah larang bolo,2
kenapa saya mengajukan banding akun gopay yang terblokir ditolak terus padahal saya ingin membayar tagihan,2
Memuaskan,2
Aplikasi makin lama bukan makin bagus malah parah sumpah MLS gw lma2 pke ni aplikasi,2
Cashback belum saya terima,2
Kok skrg susah banget pesen Gocar Dari jam 7 sd 830 tdk ada yg nyangkut satupun Kenapa yakk,2
Tunggu sebentar saya akan segera balik,2
Tolong gojek jangan mahal2 ya saya pengguna tetap nih,2
Saya udh bayar gopay later dri tgl 2cuma terlmbat 1hr tgl 34 sya masih dpt tagihan ini sbnra data sya masuk GK si di pihak snaudh gitu langsung d blokir gopaylater syaGPP si di blokir krna salah sya trbat 1hryg sya GK seneng tagihan masih Dateng 2hr kdepan pas sya bayar tahihan ,2
Kenapa di apk go Jek tidak ada go med nya lagi,2
Awalnya sy kasih bintang 5 sy turunkan jadi 2 udah komplen soal gopaylater tp jawaban nya sama seperti yg ada di aplikasi Rp1 cukup buat apa bos hadeuh,2
Mahal dan jangan pernah dipakai paylater nya penawaran nya yang easy riba semua,2
Saya tidak pernah telat atau nunggak bayar cicilan gopaylater  Tapi kenapa gopaylater saya tidak bisa digunakan  Limit masih banyak  tolong kasih penjelasannya,2
Kok kgk bisa beli pket internet sih di my Telkomsel ,2
Paylater sudah di bayar telat denda jg di bayar kok ngk bs di pakai merasa aneh,2
Lama sekali sekarang waktu untuk pesan gofood minimal setiap pesanan butuh 45 menitan Wasting time,2
Sedih sekali Mau masuk ke aplikasi gojek syusahnya poll Kendala saya no hp sudah ganti email katanya tidak terverifikasi mau masuk harus inget 2 orderan terakhir di gojek Padahal semenjak pandemi saya off ngga pakai aplikasi gojek lagi Qodarullah saya lupa 2 transaksi terakhir saya Saya mau hijrah dari grab ke gojek malah syusahnya luar biasa Email bolak balik jawabnya sama disuruh cek halaman laporan saya Bagaimana mau lihat halaman laporan saya Masuk saja ngga bisa Mohondipermudah,2
Gopaylaternya boleh digunakan gak siihhhhhh,2
aduh ini kenapa min buru mw d pake saldonya eh malah bermasalah di update masih belum bnr jga,2
Hari ini aku kecewa berat sama gojek belum menulis tujuan harga udah keluar duluan harga dari mana itu ada tulisan one tap membuat harga lebih mahal katanya voucher malah kok mahal,2
Sudah hampir 7th pake gojek Tp skrg lbh banyak kecewa Krn sdh spt dulu pelayanan aplikasnya Gopay later ada saldo tp tdk bisa di pakai Padahal trbayar lunas sblm waktunya Setelah berpindah ke MAB,2
Kecewa deh sama gojek setiap mau carik driver knp saya ndk dpt2 driver emng apa salah saya cumk biar dpt driver aja susah bngt Baru mau dpt driver baru otw bntr udh di cancel aja Kesalahannya dimna cbk tlong jelaskn kenapa sush bngt buat dapetin driver,2
Kemampuan Paylaternya kurang memuaskanmasih lebih baik paylater yg dulu,2
Go food nya error tolong di perbaiki,2
mengecewakan,2
Hallo ini gmn ya sering bgt nongol gojek tidak menanggapi sampe akhirnya uninstall pas install lagi eh malah terus2an muncul tulisan ada kendala teknis Terus gmn dong solusinya gopay nya jadi gak bisa dipake,2
Kenapa jadi blank putih ya ,2
Saya kurang Bintangnya karena aplikasi ngga bisa nemu alamat saya padahal sudah jelas di map,2
Gopaylater tiba di blokir setelah pembayaran tagihan ,2
Mesan gofood hampir 1 jam g dpt driver akhirnya resto minta dibatalkan,2
Promonya kurang Banyakin donk promo goridenya Aplikasi sering keluar sendiri,2
Custemer harus ada alasan saat membatalkn tetapi driver seenaknya tiba2 membatalkan pesanan,2
Sering error,2
Sdh 3 hari saya ga bisa2 buka aplikasi gojek knapa ya Padahal saya baru masukin dana ke gopay Need solution please,2
Kok gak bisa buka merchant gofood ya Mau pesan gofood muter2 terus,2
Koq saldo ovo saya tdk muncul,2
Selalu dapet driver yang jauh,2
aplikasi gofood yg skrg yg versi terbaru agak aneh promo kurang menarik dan skrg opsi driver ada pilihanya mau cepet sampe atau lama tergantung ongkirongkir mahal nyampe nya cepet ongkir murah nyampenya lama kemaren kemaren lalu gk gini gini amat tolong kembalikan gojek yg dulu,2
Mengapa penukaran coin tidak dipotongSaat coin digunakan di tempat coin sdh 0 sedangkan di pembayaran tidak dipotong sedikitpun,2
Aplikasi lemot,2
Aplikasinya oke cuman drivernya sering aneh dilihat dari peta dekat di lokasi cuma ketika pesan tidak di terima Kalaupun sedang antar penumpang kenapa masih di tempat yang sama gak jalan,2
Kapok make gopay later  cuma telat 1 hari aja dendanya 50ribu Selevel cicilan lain nya gak segitu dendanya kali Ini mah gilaa Korup banget Jadi kapok mau make gopaylater lagi Kebangetan dendanya ,2
Aplikasinya sering ngefreeze Harus force close app terus Gk bisa lama2 di aplikasinya Udah beberapa kali update msh sama aja Mohon diperbaiki karna lama2 mengganggu Thanks Semoga gojek sukses selalu dan makin banyak promo nya Promonya jg jangan harus pake paylater mulu Kayak terpaksa disuruh ngutang Apa2an dah,2
Kenapa sih cari driver susah bangettt saya pesen gofood dari jam 8 sampai skrg ga sampe sampe,2
Sekarang mahal banget mau order go food cuma kadang kadang kalau dulu sering banget,2
aplikasi nubjelas signal bagusdr td pesen makan gabisaada kali nyoba setengah jamujungnya dibilng koneksi burukmuka lu buruk,2
Sudah lama memakai jasa gojek cuma kenapa akhir ini sering ga real time tulisan nya tunggu 10 mnt lagi gojek akan datang tapi nyatanya lebih dari itu terkadang stngh jam baru datang,2
Csnya bot,2
Kalo pesen makanan yg jaraknya deket tetep waktunya itu 45 menit Walopun makanan udah jadii tapi waktu masih lama Mangaaap itu driver di resto,2
Tiap mau pake voucher keterangan nya server padat merayap teruss,2
Kalo udah ujan yah ampuun drivernya susah bgt yg mo ambil orderan penumpang pada belaga gak butuh nunggu ampe lama utk cari drivernya displinkan tuh drivernya Didpn mall banyak drivernya cuma emg pd males gimana gak pada lari ke ojek kuning coba,2
sebel bgt aku gabisa tf lewat qriss 2 hari akhir ini selalu aja muncul notif tidak bisa memproses pembayaran terus,2
Driver banyak yg nakalsdh ketemu suruh matikankatanya potongan gededia rugi,2
Susah pencarian driver sekalinya dapat malah dicancel padahal udah seneng krn kitanya tungguin lebih dari 5 menit gada yg terima orderan,2
CS gopay nya parah semena2 langsung tutup telpon,2
Kenapa gopaylater tidak bisa dipake lagi yyy,2
makin k sini makin k sna ongkirnya mahal bnget percuma d adaain vocer juga ga ngaruh segala ada biaya penanganan  harga makanan sma dgn harga ongkir tolong gojek d perbarui dong ongkir nya mahal bnget,2
Udah kurang diskonya dan mapnya sering crash,2
Apk sering error sekarang mana makin lama banyak tambahan biaya dll yg gak jelas makin mahal semua uda mau uninstall jg bentar lg Mending beli langsung dahh murah jauh ,2
Punya limit 1jt trus turun jado 500rb pake gopaylater gak telat trus abis bayar diblokir eh tau2 abis update nongol limit 15jt tapi gak bisa di pake keterangan nya di blokir mending di delete aja itu gopaylater nya daripada ada limit tapi gak bisa di gunain,2
Aplikasi ga jelas jaringan stabil dibilang koneksi tidak ada,2
Untuk wilayah jogja Driver Gocar terlalu memilih milih Orderan membuat pengguna kurang Nyaman,2
Mohon maaf atas ketidaknyamanannya Setelah dilakukan pengecekan di sistem kami status transaksi yang kamu laporkan masih dalam proses Mohon kesediaan km untuk menunggu selama 2 hari kerja tidak termasuk hari Sabtu Minggu dan libur nasional Gila aja 2hari LAMA banget ini mah apa jadinya klo urgent begini tau begini ceritanya mah mending pakai uang cash ,2
Ll,2
Udah 3 hari saldo belum masuk ke aplikasi padahal udah ada bukti pembayaran sukses dari konter maksud saya Gojek kan udah besar kan yak Terus nasib user dan driver kalo ada kendala seperti saya gimana Harus nunggu hari kerja kah,2
Transportasi murahan kuning makanan murahan oren Aplikasi suka ngefreeze drivernya random kelakuannya kayak gak ada pelatihan dari pt,2
Tidak bisa bertransaksi menggunakan gopay later padahal tagihan selalu dibayar tepat waktu Tolong bisa cepat cepat diperbaiki,2
Banyak driver yang ugal2an,2
kenapa ya sekarang tiap driver jalan atau sudah sampai di lokasi tidak ada notifikasi muncul apalagi kalo lagi pesen gofood benerbener ga bisa keluar dari aplikasi karna ga bakal muncul notifikasi nya masa harus stay di aplikasi terus kadang juga ga sinkron driver sudah sampai tapi di aplikasi masih diam saja saya jadi ribet kalau tiba tiba sudah sampai padahal di aplikasi masih diam saja,2
Drivernya lama,2
Udah dicoba ngatur alamat lewat peta Eh malah tulisan alamat rumah tetap salah Malah ditulis masuk gang samping rumah Jd gk brani pesen apapun ,2
Ada apa dgn aplikasi gojek Setelah di update malah ngawur aplikasinyalayanan gosend paket lagi di anter tapi status nya msh lagi di ambildan saat paket sdh di terima tapi statusnya msh lagi di ambil dan map nya pun ngawurrrrr alamat tujuan jadi alamat pengirim Jadi menyesal saya update,2
Saat membutuhkan gosend driver selalu cancel dengan alasan kejauhan padahal di map dekat,2
Sekarang rutenya ngasal kadang suruh nembus tembok nembus portal nyemplung kali lewat sawah Tolong perbaiki rutenya kasian driver nya,2
Sulit gunakan utk bayar gocar dibilang gak ada dana padahal ada banyak Diisi lagi tetap dibilang Zong Kemana itu dana yg tersimpan Dulunya gak begini Sampe2 kemaleman aku di jln Thx,2
Sulit dapet driver,2
Kalo hujan wassalam Kaya kuburan Ga ada driver Sekarang byk banget vouchernya tp ga guna Bikin bingung Mending ga usah,2
Drever nggak beres,2
tiap pesen pasti kena php kendala mencari driver mana 2x nunggu 1 jam 1 jam kalau dulu misal driver ngga ada yang nyantol bisa langsung cari resto yang lain sekarang orderan dah siap drivernya yang ngga ada mana nunggu cancel nya lama bgt,2
Mo pesen food lama bener dapat drivernya padahal bnyk yg nganggur di jln blm dpt orderan,2
Akhir2 ini sering banget ngeblank aplikasinya mana sekarang pesan go food lama bener Bru dpt driver Jgn salahin internet yg krg bagus soalnya internet ku lancar2 aj,2
Tidak ada ulasan,2
gini amat dah gojek gada voucer apa apa mentok cuma disc 2rb delivery,2
Gopay is great Tapi sekarang mudah sekali para diver membatalkan pesanan sudah oke tapi tiba2 membatalkan pesanan Sampai 4 kali sore ini saya memgalaminya Seharusnya mereka dapat pinalty,2
Lama banget sumpahhhhh nungguin gocar kok lama bamget padahal make gocar prioritas,2
Setelah di up date kok malah nda bisa dibuka aplikasinya,2
Nggak Bisa Di Buka Setelah Download,2
Tidak bisa login sudah saya coba beberapa kalitolong perbaiki,2
kalo pesan gofood lama ga cocok buat yang sedang laper bisa maag kalo makanan datang makanan panas pun jd dingin,2
Mapsnya eror terus,2
Hai gojek kami pelanggan lama kalian nih Knp skrg untuk dapetin Gocar lama bgt ya Dan posisi armadanya jauh jauh banget Mengingat Medan banyak pengerjaan pelebaran jalan dan perbaikan jalan Kami yg di Medan jadi susah bgt buat dapet driver Tolong dong di kasih solusinya Thanks ,2
Punya limit Gopaylater tapi gbisa digunakan buat apa min,2
kalo hujan knpa susah cari driver dan kalopun ada yg ambil pasti dicancel lagii padahal kondisi urgent,2
Kenapa akun gopaylater saya tiba2 diblokir padahal saya baru ingin menggunakan nya untuk pemesanan makanan di gofood,2
Barusan mengunakan aplikasi go food Awalnya milih pengantaran sesuai titik lokasi kemudian setelah klik yang kedua kali otomatis tujuan pengantaran tidak sesuai jaraknya jauh banget sama lokasi sbnarnya Padahal jaringan internet sy memadai Alhasil drivernya sudha sampai titik yg tidak sesuai Untungnya drivernya baik hati mau nganter ke lokasi sebenarnya Dan sya nombokin drivernya karena lokasi tidak sesuai Mohon sistemnya lebih di perhatikan lagi Supaya tidak terjadi lagi seprti ini,2
D Bagindas,2
Tambahin cabang di galang sumut,2
Kenapa setiap order Goride daoat driver yg jauh posisinya,2
